,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6924614,2008,12,17,3,949.0,935,1523.0,1535,AA,1438,N562AA,214.0,240.0,185.0,-12.0,14.0,SAN,ORD,1723,6.0,23.0,0,N,0,,,,,
6924616,2008,12,19,5,959.0,935,1520.0,1535,AA,1438,N592AA,201.0,240.0,177.0,-15.0,24.0,SAN,ORD,1723,8.0,16.0,0,N,0,,,,,
6924618,2008,12,21,7,945.0,935,1530.0,1535,AA,1438,N572AA,225.0,240.0,205.0,-5.0,10.0,SAN,ORD,1723,9.0,11.0,0,N,0,,,,,
6924620,2008,12,23,2,1230.0,935,1817.0,1535,AA,1438,N4YHAA,227.0,240.0,199.0,162.0,175.0,SAN,ORD,1723,18.0,10.0,0,N,0,0.0,0.0,162.0,0.0,0.0
6924621,2008,12,24,3,1006.0,935,1627.0,1535,AA,1438,N565AA,261.0,240.0,210.0,52.0,31.0,SAN,ORD,1723,13.0,38.0,0,N,0,0.0,0.0,52.0,0.0,0.0
6924623,2008,12,26,5,1020.0,935,1557.0,1535,AA,1438,N567AA,217.0,240.0,191.0,22.0,45.0,SAN,ORD,1723,15.0,11.0,0,N,0,0.0,0.0,22.0,0.0,0.0
6924625,2008,12,28,7,944.0,935,1540.0,1535,AA,1438,N4XUAA,236.0,240.0,217.0,5.0,9.0,SAN,ORD,1723,4.0,15.0,0,N,0,,,,,
6924629,2008,12,1,1,1416.0,1120,1644.0,1355,AA,1441,N4WPAA,268.0,275.0,246.0,169.0,176.0,ORD,SEA,1721,6.0,16.0,0,N,0,58.0,29.0,0.0,0.0,82.0
6924641,2008,12,15,1,1153.0,1120,1426.0,1355,AA,1441,N4WKAA,273.0,275.0,250.0,31.0,33.0,ORD,SEA,1721,10.0,13.0,0,N,0,0.0,2.0,0.0,0.0,29.0
6924645,2008,12,19,5,1301.0,1120,1549.0,1355,AA,1441,N4XDAA,288.0,275.0,258.0,114.0,101.0,ORD,SEA,1721,11.0,19.0,0,N,0,0.0,9.0,13.0,0.0,92.0
6924647,2008,12,22,1,1128.0,1120,1421.0,1355,AA,1441,N4XKAA,293.0,275.0,251.0,26.0,8.0,ORD,SEA,1721,15.0,27.0,0,N,0,0.0,8.0,18.0,0.0,0.0
6924648,2008,12,23,2,1414.0,1120,1635.0,1355,AA,1441,N4XNAA,261.0,275.0,237.0,160.0,174.0,ORD,SEA,1721,6.0,18.0,0,N,0,0.0,104.0,0.0,0.0,56.0
6924649,2008,12,24,3,1243.0,1120,1523.0,1355,AA,1441,N4WXAA,280.0,275.0,248.0,88.0,83.0,ORD,SEA,1721,10.0,22.0,0,N,0,0.0,83.0,5.0,0.0,0.0
6924650,2008,12,25,4,1136.0,1120,1406.0,1355,AA,1441,N599AA,270.0,275.0,249.0,11.0,16.0,ORD,SEA,1721,6.0,15.0,0,N,0,,,,,
6924652,2008,12,28,7,1128.0,1120,1411.0,1355,AA,1441,N4YKAA,283.0,275.0,265.0,16.0,8.0,ORD,SEA,1721,6.0,12.0,0,N,0,8.0,0.0,8.0,0.0,0.0
6924653,2008,12,29,1,1134.0,1120,1417.0,1355,AA,1441,N4WXAA,283.0,275.0,262.0,22.0,14.0,ORD,SEA,1721,7.0,14.0,0,N,0,11.0,0.0,8.0,0.0,3.0
6924656,2008,12,1,1,1828.0,1625,2112.0,1910,AA,1442,N4XTAA,104.0,105.0,85.0,122.0,123.0,ORD,DCA,612,6.0,13.0,0,N,0,0.0,122.0,0.0,0.0,0.0
6924668,2008,12,15,1,1657.0,1625,,1910,AA,1442,N410AA,,105.0,,,32.0,ORD,DCA,612,,18.0,0,N,1,,,,,
6924669,2008,12,16,2,1858.0,1625,2141.0,1910,AA,1442,N440AA,103.0,105.0,77.0,151.0,153.0,ORD,DCA,612,4.0,22.0,0,N,0,0.0,130.0,0.0,0.0,21.0
6924672,2008,12,19,5,1654.0,1625,1929.0,1910,AA,1442,N290AA,95.0,105.0,70.0,19.0,29.0,ORD,DCA,612,5.0,20.0,0,N,0,0.0,19.0,0.0,0.0,0.0
6924673,2008,12,21,7,1702.0,1625,1932.0,1910,AA,1442,N234AA,90.0,105.0,76.0,22.0,37.0,ORD,DCA,612,2.0,12.0,0,N,0,0.0,17.0,0.0,0.0,5.0
6924676,2008,12,25,4,1631.0,1625,1910.0,1910,AA,1442,N580AA,99.0,105.0,74.0,0.0,6.0,ORD,DCA,612,2.0,23.0,0,N,0,,,,,
6924677,2008,12,26,5,1914.0,1625,2152.0,1910,AA,1442,N419AA,98.0,105.0,74.0,162.0,169.0,ORD,DCA,612,5.0,19.0,0,N,0,162.0,0.0,0.0,0.0,0.0
6924681,2008,12,1,1,1530.0,1110,2012.0,1535,AA,1442,N509AA,222.0,205.0,200.0,277.0,260.0,PHX,ORD,1440,13.0,9.0,0,N,0,0.0,0.0,33.0,0.0,244.0
6924695,2008,12,15,1,1139.0,1110,1523.0,1535,AA,1442,N410AA,164.0,205.0,148.0,-12.0,29.0,PHX,ORD,1440,5.0,11.0,0,N,0,,,,,
6924696,2008,12,16,2,1141.0,1110,1606.0,1535,AA,1442,N440AA,205.0,205.0,172.0,31.0,31.0,PHX,ORD,1440,15.0,18.0,0,N,0,19.0,0.0,0.0,0.0,12.0
6924697,2008,12,17,3,1129.0,1110,1529.0,1535,AA,1442,N4WVAA,180.0,205.0,160.0,-6.0,19.0,PHX,ORD,1440,5.0,15.0,0,N,0,,,,,
6924698,2008,12,18,4,1127.0,1110,1537.0,1535,AA,1442,N507AA,190.0,205.0,146.0,2.0,17.0,PHX,ORD,1440,21.0,23.0,0,N,0,,,,,
6924700,2008,12,20,6,1140.0,1110,1541.0,1535,AA,1442,N537AA,181.0,205.0,158.0,6.0,30.0,PHX,ORD,1440,8.0,15.0,0,N,0,,,,,
6924701,2008,12,21,7,1130.0,1110,1539.0,1535,AA,1442,N292AA,189.0,205.0,171.0,4.0,20.0,PHX,ORD,1440,4.0,14.0,0,N,0,,,,,
6924704,2008,12,24,3,1217.0,1110,1646.0,1535,AA,1442,N4XEAA,209.0,205.0,168.0,71.0,67.0,PHX,ORD,1440,17.0,24.0,0,N,0,0.0,0.0,71.0,0.0,0.0
6924706,2008,12,26,5,1311.0,1110,1729.0,1535,AA,1442,N575AA,198.0,205.0,164.0,114.0,121.0,PHX,ORD,1440,12.0,22.0,0,N,0,0.0,0.0,71.0,0.0,43.0
6924711,2008,12,31,3,1207.0,1110,1612.0,1535,AA,1442,N4XEAA,185.0,205.0,167.0,37.0,57.0,PHX,ORD,1440,6.0,12.0,0,N,0,3.0,0.0,0.0,0.0,34.0
6924712,2008,12,1,1,730.0,655,925.0,900,AA,1445,N262AA,115.0,125.0,90.0,25.0,35.0,BHM,DFW,597,13.0,12.0,0,N,0,25.0,0.0,0.0,0.0,0.0
6924717,2008,12,6,6,711.0,655,922.0,900,AA,1445,N553AA,131.0,125.0,98.0,22.0,16.0,BHM,DFW,597,7.0,26.0,0,N,0,16.0,0.0,6.0,0.0,0.0
6924718,2008,12,7,7,724.0,655,917.0,900,AA,1445,N496AA,113.0,125.0,94.0,17.0,29.0,BHM,DFW,597,10.0,9.0,0,N,0,17.0,0.0,0.0,0.0,0.0
6924722,2008,12,11,4,701.0,655,852.0,900,AA,1445,N421AA,111.0,125.0,98.0,-8.0,6.0,BHM,DFW,597,3.0,10.0,0,N,0,,,,,
6924731,2008,12,20,6,715.0,655,908.0,900,AA,1445,N440AA,113.0,125.0,97.0,8.0,20.0,BHM,DFW,597,6.0,10.0,0,N,0,,,,,
6924733,2008,12,22,1,718.0,655,911.0,900,AA,1445,N530AA,113.0,125.0,97.0,11.0,23.0,BHM,DFW,597,5.0,11.0,0,N,0,,,,,
6924738,2008,12,27,6,705.0,655,955.0,848,AA,1445,N494AA,170.0,113.0,153.0,67.0,10.0,BHM,DFW,597,7.0,10.0,0,N,0,10.0,0.0,57.0,0.0,0.0
6924740,2008,12,29,1,851.0,655,1057.0,900,AA,1445,N538AA,126.0,125.0,99.0,117.0,116.0,BHM,DFW,597,19.0,8.0,0,N,0,116.0,0.0,1.0,0.0,0.0
6924745,2008,12,3,3,1009.0,1000,1122.0,1110,AA,1445,N561AA,73.0,70.0,53.0,12.0,9.0,DFW,IAH,224,8.0,12.0,0,N,0,,,,,
6924749,2008,12,7,7,1008.0,1000,1119.0,1110,AA,1445,N557AA,71.0,70.0,38.0,9.0,8.0,DFW,IAH,224,16.0,17.0,0,N,0,,,,,
6924757,2008,12,15,1,1118.0,1000,1255.0,1110,AA,1445,N539AA,97.0,70.0,76.0,105.0,78.0,DFW,IAH,224,5.0,16.0,0,N,0,0.0,0.0,105.0,0.0,0.0
6924760,2008,12,18,4,1009.0,1000,1120.0,1110,AA,1445,N499AA,71.0,70.0,48.0,10.0,9.0,DFW,IAH,224,12.0,11.0,0,N,0,,,,,
6924766,2008,12,24,3,1015.0,1000,1131.0,1110,AA,1445,N441AA,76.0,70.0,54.0,21.0,15.0,DFW,IAH,224,10.0,12.0,0,N,0,15.0,0.0,6.0,0.0,0.0
6924770,2008,12,28,7,1017.0,1000,1122.0,1110,AA,1445,N241AA,65.0,70.0,50.0,12.0,17.0,DFW,IAH,224,6.0,9.0,0,N,0,,,,,
6924776,2008,12,3,3,2111.0,2100,2225.0,2230,AA,1446,N503AA,74.0,90.0,58.0,-5.0,11.0,LAX,SFO,337,3.0,13.0,0,N,0,,,,,
6924778,2008,12,5,5,2109.0,2100,2211.0,2230,AA,1446,N474AA,62.0,90.0,47.0,-19.0,9.0,LAX,SFO,337,2.0,13.0,0,N,0,,,,,
6924779,2008,12,7,7,2213.0,2100,2330.0,2230,AA,1446,N4XUAA,77.0,90.0,65.0,60.0,73.0,LAX,SFO,337,3.0,9.0,0,N,0,2.0,0.0,0.0,0.0,58.0
6924785,2008,12,14,7,2231.0,2100,2358.0,2230,AA,1446,N413AA,87.0,90.0,59.0,88.0,91.0,LAX,SFO,337,7.0,21.0,0,N,0,1.0,0.0,0.0,0.0,87.0
6924786,2008,12,15,1,2132.0,2100,2253.0,2230,AA,1446,N583AA,81.0,90.0,64.0,23.0,32.0,LAX,SFO,337,5.0,12.0,0,N,0,0.0,0.0,0.0,0.0,23.0
6924790,2008,12,19,5,2128.0,2100,2243.0,2230,AA,1446,N426AA,75.0,90.0,58.0,13.0,28.0,LAX,SFO,337,4.0,13.0,0,N,0,,,,,
6924791,2008,12,21,7,2355.0,2100,127.0,2230,AA,1446,N502AA,92.0,90.0,71.0,177.0,175.0,LAX,SFO,337,4.0,17.0,0,N,0,1.0,0.0,2.0,0.0,174.0
6924793,2008,12,23,2,2123.0,2100,2310.0,2230,AA,1446,N491AA,107.0,90.0,70.0,40.0,23.0,LAX,SFO,337,7.0,30.0,0,N,0,0.0,0.0,40.0,0.0,0.0
6924794,2008,12,24,3,2214.0,2100,2340.0,2230,AA,1446,N233AA,86.0,90.0,73.0,70.0,74.0,LAX,SFO,337,5.0,8.0,0,N,0,10.0,0.0,0.0,0.0,60.0
6924801,2008,12,1,1,1628.0,1435,1852.0,1655,AA,1447,N4WYAA,144.0,140.0,109.0,117.0,113.0,ORD,MSY,837,6.0,29.0,0,N,0,0.0,28.0,4.0,0.0,85.0
6924803,2008,12,3,3,1446.0,1435,1654.0,1655,AA,1447,N4UCAA,128.0,140.0,116.0,-1.0,11.0,ORD,MSY,837,3.0,9.0,0,N,0,,,,,
6924808,2008,12,9,2,1457.0,1435,1727.0,1655,AA,1447,N509AA,150.0,140.0,131.0,32.0,22.0,ORD,MSY,837,4.0,15.0,0,N,0,0.0,22.0,10.0,0.0,0.0
6924814,2008,12,16,2,1505.0,1435,1723.0,1655,AA,1447,N573AA,138.0,140.0,120.0,28.0,30.0,ORD,MSY,837,2.0,16.0,0,N,0,0.0,28.0,0.0,0.0,0.0
6924817,2008,12,19,5,1617.0,1435,1836.0,1655,AA,1447,N227AA,139.0,140.0,115.0,101.0,102.0,ORD,MSY,837,5.0,19.0,0,N,0,0.0,16.0,0.0,0.0,85.0
6924822,2008,12,26,5,1614.0,1435,1836.0,1655,AA,1447,N599AA,142.0,140.0,115.0,101.0,99.0,ORD,MSY,837,3.0,24.0,0,N,0,13.0,0.0,2.0,0.0,86.0
6924829,2008,12,3,3,616.0,600,934.0,925,AA,1448,N565AA,138.0,145.0,121.0,9.0,16.0,DEN,ORD,888,6.0,11.0,0,N,0,,,,,
6924830,2008,12,4,4,610.0,600,945.0,925,AA,1448,N249AA,155.0,145.0,107.0,20.0,10.0,DEN,ORD,888,5.0,43.0,0,N,0,0.0,10.0,10.0,0.0,0.0
6924833,2008,12,7,7,622.0,600,943.0,925,AA,1448,N4XHAA,141.0,145.0,113.0,18.0,22.0,DEN,ORD,888,18.0,10.0,0,N,0,18.0,0.0,0.0,0.0,0.0
6924834,2008,12,8,1,629.0,600,932.0,925,AA,1448,N4YAAA,123.0,145.0,103.0,7.0,29.0,DEN,ORD,888,7.0,13.0,0,N,0,,,,,
6924841,2008,12,15,1,610.0,600,932.0,925,AA,1448,N4XMAA,142.0,145.0,107.0,7.0,10.0,DEN,ORD,888,6.0,29.0,0,N,0,,,,,
6924844,2008,12,18,4,615.0,600,929.0,925,AA,1448,N566AA,134.0,145.0,97.0,4.0,15.0,DEN,ORD,888,15.0,22.0,0,N,0,,,,,
6924846,2008,12,20,6,620.0,600,938.0,925,AA,1448,N4XUAA,138.0,145.0,93.0,13.0,20.0,DEN,ORD,888,11.0,34.0,0,N,0,,,,,
6924858,2008,12,1,1,1250.0,1015,1546.0,1259,AA,1448,N4WNAA,116.0,104.0,83.0,167.0,155.0,ORD,DCA,612,5.0,28.0,0,N,0,0.0,50.0,12.0,0.0,105.0
6924860,2008,12,3,3,1130.0,1015,1406.0,1259,AA,1448,N565AA,96.0,104.0,80.0,67.0,75.0,ORD,DCA,612,4.0,12.0,0,N,0,67.0,0.0,0.0,0.0,0.0
6924863,2008,12,6,6,1057.0,1015,1357.0,1259,AA,1448,N4YGAA,120.0,104.0,83.0,58.0,42.0,ORD,DCA,612,4.0,33.0,0,N,0,0.0,35.0,16.0,0.0,7.0
6924864,2008,12,7,7,1036.0,1015,1311.0,1259,AA,1448,N4XHAA,95.0,104.0,83.0,12.0,21.0,ORD,DCA,612,2.0,10.0,0,N,0,,,,,
6924871,2008,12,14,7,1022.0,1015,1259.0,1259,AA,1448,N594AA,97.0,104.0,81.0,0.0,7.0,ORD,DCA,612,3.0,13.0,0,N,0,,,,,
6924876,2008,12,19,5,1103.0,1015,1333.0,1259,AA,1448,N496AA,90.0,104.0,75.0,34.0,48.0,ORD,DCA,612,2.0,13.0,0,N,0,0.0,20.0,0.0,0.0,14.0
6924877,2008,12,20,6,1025.0,1015,1255.0,1259,AA,1448,N4XUAA,90.0,104.0,76.0,-4.0,10.0,ORD,DCA,612,3.0,11.0,0,N,0,,,,,
6924878,2008,12,21,7,1135.0,1015,1417.0,1259,AA,1448,N571AA,102.0,104.0,78.0,78.0,80.0,ORD,DCA,612,2.0,22.0,0,N,0,78.0,0.0,0.0,0.0,0.0
6924879,2008,12,22,1,1031.0,1015,1315.0,1259,AA,1448,N460AA,104.0,104.0,81.0,16.0,16.0,ORD,DCA,612,14.0,9.0,0,N,0,0.0,16.0,0.0,0.0,0.0
6924880,2008,12,23,2,1140.0,1015,1431.0,1259,AA,1448,N4WPAA,111.0,104.0,77.0,92.0,85.0,ORD,DCA,612,3.0,31.0,0,N,0,0.0,44.0,7.0,0.0,41.0
6924881,2008,12,24,3,1050.0,1015,1341.0,1259,AA,1448,N200AA,111.0,104.0,83.0,42.0,35.0,ORD,DCA,612,4.0,24.0,0,N,0,0.0,24.0,7.0,0.0,11.0
6924883,2008,12,26,5,1102.0,1015,1414.0,1259,AA,1448,N592AA,132.0,104.0,76.0,75.0,47.0,ORD,DCA,612,5.0,51.0,0,N,0,0.0,0.0,28.0,0.0,47.0
6924884,2008,12,27,6,1106.0,1015,1417.0,1259,AA,1448,N4XLAA,131.0,104.0,82.0,78.0,51.0,ORD,DCA,612,7.0,42.0,0,N,0,0.0,0.0,63.0,0.0,15.0
6924888,2008,12,31,3,1024.0,1015,1259.0,1259,AA,1448,N593AA,95.0,104.0,79.0,0.0,9.0,ORD,DCA,612,3.0,13.0,0,N,0,,,,,
6924889,2008,12,1,1,1354.0,1025,1533.0,1215,AA,1449,N463AA,159.0,170.0,141.0,198.0,209.0,TPA,DFW,929,6.0,12.0,0,N,0,5.0,0.0,0.0,0.0,193.0
6924898,2008,12,10,3,1227.0,1025,1406.0,1215,AA,1449,N548AA,159.0,170.0,135.0,111.0,122.0,TPA,DFW,929,10.0,14.0,0,N,0,0.0,0.0,0.0,0.0,111.0
6924921,2008,12,2,2,1017.0,1005,1138.0,1105,AA,1451,N3CFAA,141.0,120.0,120.0,33.0,12.0,MIA,MSY,674,4.0,17.0,0,N,0,10.0,0.0,21.0,0.0,2.0
6924923,2008,12,4,4,1034.0,1005,1131.0,1105,AA,1451,N3CTAA,117.0,120.0,103.0,26.0,29.0,MIA,MSY,674,3.0,11.0,0,N,0,26.0,0.0,0.0,0.0,0.0
6924927,2008,12,8,1,1030.0,1005,1125.0,1105,AA,1451,N3AKAA,115.0,120.0,100.0,20.0,25.0,MIA,MSY,674,3.0,12.0,0,N,0,20.0,0.0,0.0,0.0,0.0
6924929,2008,12,10,3,1018.0,1005,1118.0,1105,AA,1451,N3BUAA,120.0,120.0,102.0,13.0,13.0,MIA,MSY,674,4.0,14.0,0,N,0,,,,,
6924930,2008,12,11,4,1017.0,1005,1157.0,1105,AA,1451,N3DLAA,160.0,120.0,104.0,52.0,12.0,MIA,MSY,674,43.0,13.0,0,N,0,0.0,0.0,40.0,0.0,12.0
6924931,2008,12,12,5,1049.0,1005,1143.0,1105,AA,1451,N3DCAA,114.0,120.0,99.0,38.0,44.0,MIA,MSY,674,4.0,11.0,0,N,0,38.0,0.0,0.0,0.0,0.0
6924932,2008,12,13,6,1037.0,1005,1135.0,1105,AA,1451,N3AXAA,118.0,120.0,102.0,30.0,32.0,MIA,MSY,674,3.0,13.0,0,N,0,7.0,0.0,0.0,0.0,23.0
6924935,2008,12,16,2,1016.0,1005,1118.0,1105,AA,1451,N3CMAA,122.0,120.0,106.0,13.0,11.0,MIA,MSY,674,2.0,14.0,0,N,0,,,,,
6924937,2008,12,18,4,1022.0,1005,1122.0,1105,AA,1451,N3CHAA,120.0,120.0,103.0,17.0,17.0,MIA,MSY,674,4.0,13.0,0,N,0,16.0,0.0,0.0,0.0,1.0
6924940,2008,12,21,7,1021.0,1005,1113.0,1105,AA,1451,N3DLAA,112.0,120.0,95.0,8.0,16.0,MIA,MSY,674,4.0,13.0,0,N,0,,,,,
6924941,2008,12,22,1,1015.0,1005,1109.0,1105,AA,1451,N3BCAA,114.0,120.0,98.0,4.0,10.0,MIA,MSY,674,4.0,12.0,0,N,0,,,,,
6924946,2008,12,27,6,1023.0,1005,1116.0,1105,AA,1451,N3BCAA,113.0,120.0,100.0,11.0,18.0,MIA,MSY,674,3.0,10.0,0,N,0,,,,,
6924950,2008,12,31,3,1148.0,1005,1239.0,1105,AA,1451,N3CFAA,111.0,120.0,99.0,94.0,103.0,MIA,MSY,674,2.0,10.0,0,N,0,94.0,0.0,0.0,0.0,0.0
6924952,2008,12,2,2,1953.0,1935,2050.0,2045,AA,1454,N410AA,57.0,70.0,42.0,5.0,18.0,DFW,SAT,247,4.0,11.0,0,N,0,,,,,
6924955,2008,12,5,5,2005.0,1935,2058.0,2045,AA,1454,N521AA,53.0,70.0,40.0,13.0,30.0,DFW,SAT,247,3.0,10.0,0,N,0,,,,,
6924959,2008,12,9,2,2008.0,1935,2133.0,2045,AA,1454,N535AA,85.0,70.0,63.0,48.0,33.0,DFW,SAT,247,6.0,16.0,0,N,0,33.0,0.0,15.0,0.0,0.0
6924960,2008,12,10,3,1944.0,1935,2101.0,2045,AA,1454,N460AA,77.0,70.0,48.0,16.0,9.0,DFW,SAT,247,7.0,22.0,0,N,0,0.0,0.0,7.0,0.0,9.0
6924962,2008,12,12,5,2123.0,1935,2224.0,2045,AA,1454,N4XMAA,61.0,70.0,46.0,99.0,108.0,DFW,SAT,247,4.0,11.0,0,N,0,99.0,0.0,0.0,0.0,0.0
6924964,2008,12,14,7,2005.0,1935,2107.0,2045,AA,1454,N423AA,62.0,70.0,44.0,22.0,30.0,DFW,SAT,247,2.0,16.0,0,N,0,22.0,0.0,0.0,0.0,0.0
6924966,2008,12,16,2,2006.0,1935,2134.0,2045,AA,1454,N412AA,88.0,70.0,53.0,49.0,31.0,DFW,SAT,247,4.0,31.0,0,N,0,0.0,31.0,18.0,0.0,0.0
6924967,2008,12,17,3,1957.0,1935,2104.0,2045,AA,1454,N471AA,67.0,70.0,44.0,19.0,22.0,DFW,SAT,247,4.0,19.0,0,N,0,3.0,0.0,0.0,0.0,16.0
6924968,2008,12,18,4,1955.0,1935,2101.0,2045,AA,1454,N578AA,66.0,70.0,51.0,16.0,20.0,DFW,SAT,247,4.0,11.0,0,N,0,0.0,6.0,0.0,0.0,10.0
6924969,2008,12,19,5,1942.0,1935,2051.0,2045,AA,1454,N201AA,69.0,70.0,44.0,6.0,7.0,DFW,SAT,247,6.0,19.0,0,N,0,,,,,
6924971,2008,12,21,7,2024.0,1935,2131.0,2045,AA,1454,N4XGAA,67.0,70.0,44.0,46.0,49.0,DFW,SAT,247,5.0,18.0,0,N,0,42.0,0.0,0.0,0.0,4.0
6924973,2008,12,23,2,1950.0,1935,2056.0,2045,AA,1454,N258AA,66.0,70.0,49.0,11.0,15.0,DFW,SAT,247,4.0,13.0,0,N,0,,,,,
6924975,2008,12,25,4,2010.0,1935,2105.0,2045,AA,1454,N248AA,55.0,70.0,44.0,20.0,35.0,DFW,SAT,247,3.0,8.0,0,N,0,20.0,0.0,0.0,0.0,0.0
6924976,2008,12,26,5,2122.0,1935,2226.0,2045,AA,1454,N533AA,64.0,70.0,46.0,101.0,107.0,DFW,SAT,247,2.0,16.0,0,N,0,0.0,97.0,0.0,0.0,4.0
6924977,2008,12,27,6,2057.0,1935,2200.0,2045,AA,1454,N450AA,63.0,70.0,46.0,75.0,82.0,DFW,SAT,247,3.0,14.0,0,N,0,0.0,6.0,0.0,0.0,69.0
6924995,2008,12,14,7,1555.0,1535,1900.0,1845,AA,1454,N423AA,125.0,130.0,107.0,15.0,20.0,TUS,DFW,813,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,15.0
6924997,2008,12,16,2,1543.0,1535,1850.0,1845,AA,1454,N412AA,127.0,130.0,100.0,5.0,8.0,TUS,DFW,813,15.0,12.0,0,N,0,,,,,
6924998,2008,12,17,3,1612.0,1535,1919.0,1845,AA,1454,N471AA,127.0,130.0,103.0,34.0,37.0,TUS,DFW,813,16.0,8.0,0,N,0,6.0,0.0,0.0,0.0,28.0
6924999,2008,12,18,4,1603.0,1535,1913.0,1845,AA,1454,N578AA,130.0,130.0,106.0,28.0,28.0,TUS,DFW,813,14.0,10.0,0,N,0,11.0,0.0,0.0,0.0,17.0
6925000,2008,12,19,5,1541.0,1535,1839.0,1845,AA,1454,N4XEAA,118.0,130.0,98.0,-6.0,6.0,TUS,DFW,813,9.0,11.0,0,N,0,,,,,
6925001,2008,12,20,6,1557.0,1535,1846.0,1845,AA,1454,N523AA,109.0,130.0,96.0,1.0,22.0,TUS,DFW,813,5.0,8.0,0,N,0,,,,,
6925002,2008,12,21,7,1636.0,1535,1938.0,1845,AA,1454,N552AA,122.0,130.0,101.0,53.0,61.0,TUS,DFW,813,11.0,10.0,0,N,0,0.0,0.0,0.0,0.0,53.0
6925004,2008,12,23,2,1603.0,1535,1906.0,1845,AA,1454,N258AA,123.0,130.0,101.0,21.0,28.0,TUS,DFW,813,13.0,9.0,0,N,0,5.0,0.0,0.0,0.0,16.0
6925006,2008,12,25,4,1620.0,1535,1924.0,1845,AA,1454,N425AA,124.0,130.0,104.0,39.0,45.0,TUS,DFW,813,11.0,9.0,0,N,0,0.0,0.0,0.0,0.0,39.0
6925007,2008,12,26,5,1605.0,1535,1940.0,1845,AA,1454,N458AA,155.0,130.0,99.0,55.0,30.0,TUS,DFW,813,9.0,47.0,0,N,0,0.0,30.0,25.0,0.0,0.0
6925008,2008,12,27,6,1712.0,1535,2015.0,1845,AA,1454,N450AA,123.0,130.0,101.0,90.0,97.0,TUS,DFW,813,11.0,11.0,0,N,0,12.0,0.0,0.0,0.0,78.0
6925014,2008,12,2,2,1437.0,1330,1546.0,1435,AA,1455,N5DAAA,69.0,65.0,46.0,71.0,67.0,MCO,MIA,193,6.0,17.0,0,N,0,4.0,0.0,4.0,0.0,63.0
6925016,2008,12,4,4,1346.0,1330,1447.0,1435,AA,1455,N5FJAA,61.0,65.0,39.0,12.0,16.0,MCO,MIA,193,9.0,13.0,0,N,0,,,,,
6925017,2008,12,5,5,1343.0,1330,1437.0,1435,AA,1455,N5EFAA,54.0,65.0,36.0,2.0,13.0,MCO,MIA,193,4.0,14.0,0,N,0,,,,,
6925018,2008,12,6,6,1427.0,1330,1521.0,1435,AA,1455,N5BRAA,54.0,65.0,34.0,46.0,57.0,MCO,MIA,193,6.0,14.0,0,N,0,2.0,0.0,0.0,0.0,44.0
6925019,2008,12,7,7,1430.0,1330,1527.0,1435,AA,1455,N5CRAA,57.0,65.0,37.0,52.0,60.0,MCO,MIA,193,4.0,16.0,0,N,0,8.0,0.0,0.0,0.0,44.0
6925021,2008,12,9,2,1419.0,1330,1528.0,1435,AA,1455,N615AA,69.0,65.0,41.0,53.0,49.0,MCO,MIA,193,18.0,10.0,0,N,0,8.0,0.0,4.0,0.0,41.0
6925022,2008,12,10,3,1403.0,1330,1458.0,1435,AA,1455,N5BYAA,55.0,65.0,38.0,23.0,33.0,MCO,MIA,193,4.0,13.0,0,N,0,1.0,0.0,0.0,0.0,22.0
6925023,2008,12,11,4,1448.0,1330,1548.0,1435,AA,1455,N5CEAA,60.0,65.0,42.0,73.0,78.0,MCO,MIA,193,9.0,9.0,0,N,0,0.0,4.0,0.0,0.0,69.0
6925024,2008,12,12,5,1455.0,1330,1553.0,1435,AA,1455,N612AA,58.0,65.0,42.0,78.0,85.0,MCO,MIA,193,4.0,12.0,0,N,0,1.0,0.0,0.0,0.0,77.0
6925025,2008,12,13,6,1338.0,1330,1444.0,1435,AA,1455,N5DYAA,66.0,65.0,39.0,9.0,8.0,MCO,MIA,193,7.0,20.0,0,N,0,,,,,
6925027,2008,12,15,1,1405.0,1330,1457.0,1435,AA,1455,N5FRAA,52.0,65.0,38.0,22.0,35.0,MCO,MIA,193,5.0,9.0,0,N,0,4.0,0.0,0.0,0.0,18.0
6925028,2008,12,16,2,1444.0,1330,1537.0,1435,AA,1455,N5EVAA,53.0,65.0,38.0,62.0,74.0,MCO,MIA,193,3.0,12.0,0,N,0,1.0,0.0,0.0,0.0,61.0
6925029,2008,12,17,3,1405.0,1330,1453.0,1435,AA,1455,N5EVAA,48.0,65.0,35.0,18.0,35.0,MCO,MIA,193,4.0,9.0,0,N,0,2.0,0.0,0.0,0.0,16.0
6925030,2008,12,18,4,1346.0,1330,1443.0,1435,AA,1455,N5CXAA,57.0,65.0,39.0,8.0,16.0,MCO,MIA,193,7.0,11.0,0,N,0,,,,,
6925031,2008,12,19,5,1353.0,1330,1444.0,1435,AA,1455,N5CJAA,51.0,65.0,38.0,9.0,23.0,MCO,MIA,193,5.0,8.0,0,N,0,,,,,
